source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score
6071451157905853312,orbital_pool,AstroSpectroSB1,530.1672098198553,0.33960581140048174,92.89862,5.7725334,20.31658658671667,10.858573,1.6617823,49.220866690953734,77.85205322167681,77.82869104675815,89.00559303130642,60321.0,L 194-115,11.515,,7.73,1.0,0,0,false,false,true,false,42.1738395690918,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,7.8
2994437527894182272,orbital_pool,OrbitalTargetedSearch,800.0697224063844,0.37025175110682945,76.93188,5.9154744,23.08418631923021,8.496388,1.1752434,43.3196988696523,49.89709778138262,50.55302242282094,57.80244052959426,29330.0,HD 42606,8.778,K3V,15.61,1.0,0,0,false,false,true,false,58.94246292114258,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.8
4539057576001089408,orbital_pool,AstroSpectroSB1,855.8380725681343,0.8148027395911521,32.23995,4.11259,18.32932208897376,10.335466,1.4956284,54.55739143792791,79.14266843918885,79.37134846876775,92.30117397724126,91479.0,LP 335-104,10.805,,6.22,1.0,0,0,false,false,true,false,50.264522552490234,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.023995
5205742362689967488,orbital_pool,Orbital,291.64270751532166,0.5475309755190284,46.141968,3.9846053,9.454770298652642,8.404207,0.786613,105.76671546875185,233.4245174052119,233.945210627157,270.01780365344416,50350.0,HD 89591,8.558,G0V,4.71,1.2227894223909375,0,0,false,false,true,false,35.82965850830078,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,5.9141968
3238810137558836352,acceleration_pool,Acceleration7,,,22.27788,1.881,33.61664789030475,6.8754,,29.747165846610372,,52.190218666468674,263.31599304978397,24205.0,HD 33636,6.99,G0V_CH-0.3,1.54,1.08,,,,false,true,false,55.603355407714844,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,4.527788
2321198552384930688,orbital_pool,Orbital,152.76580131745294,0.15250886829173593,29.158894,4.500086,11.254659280147,9.213077,0.9707632,88.85209006406623,258.15230169876924,267.126852959129,378.18986649748024,1151.0,HD 1019,9.408,K0/1V(CNIII),1.28,1.0170733244341776,0,0,false,false,true,false,55.99366760253906,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,4.2158894
4989323015089651200,acceleration_pool,Acceleration7,,,26.498549,1.585,5.565608608989223,9.844,,179.6748694086865,,171.70245242072082,875.3520515100071,4969.0,CD-38 357,9.947,K0,3.23,1.16,,,,false,true,false,32.347293853759766,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,3.9498549
4632430611684633344,orbital_pool,Orbital,778.3571532792081,0.7324617891006516,8.218727,1.8168283,9.495259295810635,8.706728,0.7512264,105.31571269898926,29.846921447588954,30.746243476053113,42.05640502407283,10538.0,HD 14717,8.852,G0V,5.98,1.2654080009895547,0,1,false,false,true,false,47.504112243652344,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,3.1218727
2884087104955208064,orbital_pool,OrbitalTargetedSearchValidated,826.5310697340134,0.06565210017612134,10.652899,1.4081933,25.488936461792147,8.973351,1.1241579,39.23270794366009,6.0945691120407375,13.847856145594243,28.41405520776869,28193.0,HD 40503,9.226,K2/3V,5.73,1.0,0,1,true,false,true,false,99.53504180908203,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.8652898999999996
3708590877255536256,orbital_pool,Orbital,176.28116180915043,0.7456960121446593,14.9125395,6.461215,14.182794285066924,7.758422,1.098114,70.50796760500862,571.4161701574287,571.5708088741891,690.018200210445,61354.0,HD 109402,8.02,K0,5.14,1.263980623460514,0,0,false,false,true,false,31.06547737121582,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.7912539499999998
1556040507876718080,orbital_pool,Orbital,207.80779846112586,0.6782582665372119,13.728019,2.804623,11.785735024232347,9.165328,0.8595123,84.84833554665244,106.9045909308708,107.94624633819257,131.14132372956743,64923.0,BD+49 2208,9.347,G5,2.76,0.9877477020602374,0,0,false,false,true,false,32.06361389160156,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.6728018999999996
1051117864725305216,orbital_pool,Orbital,391.53245964158003,0.3607635235134001,8.96486,1.7463602,5.1451283782102495,9.115048,0.73720455,194.35861002711334,183.0484414804915,185.59335511264328,240.49097061837472,48438.0,BD+61 1149,9.238,G0,2.87,1.2567986291664284,0,1,false,false,true,false,37.656036376953125,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.1964859999999997
665785802795255808,orbital_pool,Orbital,980.6387804797065,0.49733257172350154,7.819725,6.4996743,5.490875895550882,9.568588,0.5842743,182.1203063085572,278.30078234635357,279.6373364836884,378.2615170663293,41513.0,BD+22 1935,9.581,F5,12.01,1.342582299559496,0,0,false,false,true,false,72.58256530761719,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.0819725
2486813315952088064,orbital_pool,Orbital,483.07530616781384,0.3674870977516781,7.372251,2.9732652,6.673612471685275,8.737813,0.71973133,149.84388204181593,275.24560088311125,285.971449133309,486.82640377672453,11199.0,HD 14906,8.893,F8/G0V,4.53,1.4019104470030632,0,0,false,false,true,false,31.37364959716797,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.0372251
6687122384608886528,orbital_pool,Orbital,626.4892807589271,0.5543886516738926,7.0199275,5.656166,5.608051243149299,9.3675,0.5442009,178.31506108678718,320.32084272637184,345.21870211765133,451.1959536378872,98081.0,HD 188243,9.443,F2V,6.22,1.2782988750817101,0,0,false,false,true,false,37.93772888183594,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.00199275
