name,source_id,hip,tier,pool,soltype,P_d,e,G_mag,BP_RP,distance_pc,M_1_msun_assumed,a_phot_mas,a_1_au,M_2_kepler_mjup,K1_TI_mps,K1_table_mps,K1_obs_mps,rv_amp_robust_kms,rv_chisq_pvalue,M2_sini_TI_mjup,M2_sini_obs_mjup,M2_sini_table_mjup,sin_i_TI,sin_i_obs,sin_i_table,RUWE,ipd_frac,nss_sig,nss_gof,hgca_chisq,verdict
HIP 91479 / LP 335-104,4539057576001089408,91479,1A,AstroSpectroSB1,AstroSpectroSB1,855.8380725681343,0.8148027395911521,10.335466,1.4956284,55.564349402924684,0.7,2.327134827897206,0.12930573268499534,64.00706659436204,573.8990783907357,,1947.83305,3.8956661,0.000067506764,12.267281521081214,41.63557196749453,,0.19165511206479438,0.6504839884532676,,4.11259,0,32.23995,20.70131,50.264522552490234,"K1 INCONSISTENT (obs/TI=3.39, suggests model gap); M_2 in BD range; HGCA chi^2=50 (strong PM anomaly, mass-ambiguous)"
Gaia 530277454305601920,530277454305601920,,1B,AstroSpectroSB1,AstroSpectroSB1,484.0070686830706,0.25394103220394987,10.958668,1.2979784,76.82341144536701,0.7,1.0707013836457067,0.08225493293093789,59.30425933539682,90.67521741666611,,2601.0163,5.2020326,1.4321672e-8,2.674122223459615,76.7071278081357,,0.0450915710511794,,,3.7797234,0,76.77582,4.2157426,,"K1 INCONSISTENT (obs/TI=28.68, suggests model gap); M_2 in BD range"
Gaia 1398115488116027264,1398115488116027264,,1B,AstroSpectroSB1,AstroSpectroSB1,290.6743215931472,0.3808532221533499,10.267478,0.99587536,87.8049782991296,0.85,0.5867434194307773,0.051518993210276504,58.85026606742131,47.22006045188915,,1980.91985,3.9618397,1.110223e-16,1.2783904888996311,53.62951828688669,,0.021722764811888087,0.9112876095657153,,2.561445,0,30.851458,7.5591464,,"K1 INCONSISTENT (obs/TI=41.95, suggests model gap); M_2 in BD range"
HIP 60321 (was RUWE-filtered),6071451157905853312,60321,1A_filtered,AstroSpectroSB1,AstroSpectroSB1,530.1672098198553,0.33960581140048174,10.858573,1.6617823,50.20833290084179,0.55,1.8452899340401883,0.09264893130686216,53.94658524406641,106.14837532926236,,3271.782,6.543564,0.0,2.6719878781587103,82.35794299121858,,0.0495302504518134,,,5.7725334,0,92.89862,3.1252105,42.1738395690918,"K1 INCONSISTENT (obs/TI=30.82, suggests model gap); M_2 in BD range; HGCA chi^2=42 (strong PM anomaly, mass-ambiguous)"
Gaia 6901280071143747968,6901280071143747968,,1B_anon,AstroSpectroSB1,AstroSpectroSB1,753.7069681777631,0.43469286757983167,12.367132,1.6319675,101.28336171392021,0.55,1.1397283344553895,0.11543551715424905,53.1154764827796,211.4632408083621,,6363.815,12.72763,2.6178168e-7,5.730829319111747,172.46466782590306,,0.10789377595002317,,,5.5145593,0,63.591217,4.1380115,,"K1 INCONSISTENT (obs/TI=30.09, suggests model gap); M_2 in BD range"
HIP 21449,4878577214643322880,21449,2A,SB1+Kervella,SB1,37.815464583515514,0.03752538115902162,8.735573,0.680501,207.04394880816898,1.1,,,,,3110.231303146516,3491.8805,6.983761,0.0,,61.478496184088705,54.759131448549375,,,,0.90063405,0,28.138823,0.7600198,2.09242844581604,HGCA chi^2=2.1 (no strong anomaly)
HIP 105567,6459416790670371712,105567,2A,SB1+Kervella,SB1,76.39127419064836,0.2367429435347238,7.547293,0.49317217,91.7716603975264,1.1,,,,,2894.7186123388838,3348.2185000000004,6.696437,0.0,,72.45197348357112,62.63870656696288,,,,1.1716099,0,27.153185,2.1151686,2.8639369010925293,HGCA chi^2=2.9 (no strong anomaly)
HIP 17154,488408360758121856,17154,2A,SB1+Kervella,SB1,107.45912789673383,0.2604553762478046,8.227393,1.5653076,313.21418471662645,0.7,,,,,1297.9686238741835,1654.6530500000001,3.3093061,0.0,,29.495171299784474,23.13706000355456,,,,1.1572815,0,27.028,0.19725476,4.292241096496582,HGCA chi^2=4.3 (no strong anomaly)
HIP 44680,5428084706405323648,44680,2A,SB1+Kervella,SB1,66.32381846804071,0.05919890456823533,8.442416,1.6122851,681.6604266178581,0.55,,,,,1316.52812979034,1561.058,3.122116,0.0,,20.85802866660249,17.590750293426296,,,,1.1105417,0,22.292826,2.4290936,5.225059509277344,"HGCA chi^2=5 (mild, consistent with BD)"
